aer_ratings_tag,country_regional_group,country_classification__om__5_jan_2018_,department,project_name,modality,mode_of_financial_assistance,modality__financing_,source_of_funds,approved_amount__usd_mil_,disbursed_amount__usd_mil_,signed__committed_amount__usd_mil_,approval_date,approval_year,loan_grant_signing,loan_grant_effectivity__original_,loan_grant_effectivity__actual_,closing_date__estimate__ctl,closing_date__actual___ctl_,cofin__app_usd_mil_,cofin__act_usd_mil_,proj_cost__app_usd_mil_,proj_cost__act_usd_mil_,primary_sector__pcs_2014_,rrp_circulation_date__bod_,pcr_circulation_date__bod_,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrower_performance,pcr_ea_performance,pcr_adb_performance,pvr_circulation_date,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb__performance,pcr_quality,pper_circulation_date__bod_,pper_overall_rating,pper_relevance,pper_effectiveness,pper_efficiency,pper_sustainability,pper_borrower_performance,pper_ea_performance,pper_adb_performance,source_of_latest_rating,aer_reporting_year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
"1,9",South Asia,OCR Blend,SARD,"North Eastern Region Capital Cities Development
Investment Program (Project 1) ",Project,MFF-Tranche (Loan),MFF - tranche,OCR,30.0,24.95526099,30.0,2009,2009.0,2009.0,,2009.0,2016.0,2019.0,0.0,0.0,42.818,34.077,WUS,,2020.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
9,Central and West Asia,Regular OCR-only,CWRD,Small and Medium Enterprise Investment Program (Tranche 3 and Multitranche Financing Facility),Project,MFF - Facility,MFF - Facility,OCR,228.0,228.0,228.0,2014,2014.0,2015.0,,2015.0,2016.0,2017.0,0.0,0.0,285.0,285.0,FIN,,2020.0,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Small and Medium Enterprise Investment Program (Tranche 3) ,Project,MFF-Tranche (Loan),,OCR,130.0,130.0,130.0,2014,2014.0,2015.0,,2015.0,2016.0,2017.0,,,,,FIN,,,less than successful,less than relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,less than relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Small and Medium Enterprise Investment Program (Tranche 3 Additional Financing) ,Project,MFF-Tranche (Loan),,OCR,98.0,98.0,98.0,2015,2015.0,2015.0,,2015.0,2016.0,2017.0,,,,,FIN,,,less than successful,less than relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,less than relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Lanzhou Sustainable Urban Transport Project,Project,Project loan,Project loan,OCR,150.0,148.69388137,150.0,2009,2009.0,2010.0,,2010.0,2015.0,2019.0,0.0,0.0,480.27,417.18,TRA,,2020.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Hubei-Yichang Sustainable Urban Transport Project,Project,Project loan,Project loan,OCR,150.0,149.93254066999998,150.0,2013,2013.0,2013.0,,2014.0,2018.0,2020.0,0.0,0.0,515.1,361.2,TRA,,2020.0,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
9,Central and West Asia,OCR Blend,CWRD,Water Supply and Sanitation Services Investment Program (Multitranche Financing Facility and Tranche 4),Project,MFF - Facility,MFF - Facility,COL,42.0,38.48569136,43.19341053,2013,2013.0,2014.0,,2014.0,2018.0,2019.0,0.0,0.0,52.5,40.75,WUS,,2020.0,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Water Supply and Sanitation Services Investment Program (Tranche 4),Project,MFF-Tranche (Loan),,COL,42.0,38.48569136,43.19341053,2013,2013.0,2014.0,,2014.0,2018.0,2019.0,0.0,0.0,52.5,40.75,WUS,,2020.0,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
"1,9",Southeast Asia,OCR Blend,SERD,Greater Mekong Subregion Ben Luc–Long Thanh Expressway Project  (Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,OCR,350.0,186.40082165,350.0,2010,2010.0,2011.0,,2011.0,2017.0,2019.0,0.0,0.0,627.7,383.2,TRA,,2020.0,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Pacific,OCR Blend,PARD,Pilot Border Trade and Investment Development Project,Project,Project loan,Project loan,COL,25.0,21.70244824,24.51048468,2009,2009.0,2010.0,,2010.0,2018.0,2020.0,0.0,0.0,30.0,26.49,IND,,2020.0,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,,less than successful,less than relevant,less than effective,inefficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Pacific,Concessional assistance-only,PARD,Improved Fiscal Sustainability Reform Program,Program,Policy-based lending (grant),Policy-based lending,ADF,5.0,5.0,5.0,2018,2018.0,2018.0,,2018.0,2018.0,2019.0,16.4,21.4,21.4,26.4,PSM,,2020.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Southeast Asia,Regular OCR-only,SERD,Agrarian Reform Communities Project II,Project,Project loan,Project loan,OCR,100.0,53.9557501,100.0,2008,2008.0,2008.0,,2009.0,2015.0,2019.0,30.0,8.811,208.4,118.702,ANR,,2020.0,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Agrarian Reform Communities Project II,Project,Project loan,,OCR,70.0,45.1447501,70.0,2008,2008.0,2008.0,,2009.0,2015.0,2019.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Agrarian Reform Communities Project II,Project,Project loan,,OFID,30.0,8.811,30.0,2007,2007.0,2008.0,,2009.0,2018.0,2020.0,30.0,8.81,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
"1,9",Central and West Asia,OCR Blend,CWRD,Power Transmission Enhancement Investment Program (Tranche 3),Project,MFF-Tranche (Loan),MFF - tranche,OCR,243.24,164.07726238,243.24,2011,2011.0,2012.0,,2012.0,2016.0,2017.0,0.0,0.0,287.44,273.91,ENE,,2020.0,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Pacific,Concessional assistance-only,PARD,Tonga–Fiji Submarine Cable Project,Project,Project grant,Project grant,ADF,9.7,9.7,9.7,2011,2011.0,2011.0,,2011.0,2016.0,2018.0,14.695,14.695,32.8,28.592,ICT,,2020.0,highly successful,relevant,highly effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Khulna Water Supply Project,Project,Project loan,Project loan,COL,75.0,66.03970361,74.97432936,2011,2011.0,2011.0,,2012.0,2018.0,2019.0,183.96,138.64,360.88,322.03,WUS,,2020.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Khadi Reform and Development Program,Program,Program loan,Program loan,OCR,150.0,105.0,150.0,2008,2008.0,2009.0,,2010.0,2011.0,2018.0,0.0,0.0,150.0,105.0,FIN,,2020.0,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Participatory Small-Scale Water Resources Sector Project,Project,Sector Loan,Sector loan,COL,55.0,44.729293119999994,55.542771,2009,2009.0,2009.0,,2009.0,2018.0,2020.0,32.0,26.3,119.8,96.42,ANR,,2020.0,highly successful,highly relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,South Asia,OCR Blend,SARD,City Region Development Project,Project,Sector Loan,Sector loan,COL/Government of Sweden,133.0,113.09742505,135.5805701,2010,2010.0,2011.0,,2011.0,2017.0,2019.0,0.0,20.97,170.0,165.07,WUS,,2020.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,South Asia,OCR Blend,SARD,City Region Development Project,Project,Sector loan,,COL,120.0,103.47866492,122.58057009999999,2010,2010.0,2011.0,,2011.0,2017.0,2019.0,0.0,11.35,,,WUS,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,South Asia,OCR Blend,SARD,City Region Development Project (Additional Financing),Project,Sector grant,,Government of Sweden,13.0,9.61876013,13.0,2012,2012.0,2013.0,,2014.0,2017.0,2019.0,0.0,9.62,,,WUS,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Central and West Asia,Concessional assistance-only,CWRD,Western Basins Water Resources Management Project,Project,Project loan/grant,Project loan/grant,COL/ADF/Government of Canada,88.2,67.4396844,88.86341262,2005,2005.0,2006.0,,2006.0,2013.0,2019.0,0.0,8.082,87.6,70.079,ANR,,2020.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Western Basins Water Resources Management Project,Project,Project loan,,COL,60.5,47.51476608,61.163412619999995,2005,2005.0,2006.0,,2006.0,2013.0,2017.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Western Basins Water Resources Management Project,Project,Project grant,,ADF,14.5,11.84300265,14.5,2005,2005.0,2006.0,,2006.0,2013.0,2019.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Western Basins Water Resources Management Project,Project,Project grant,,Government of Canada,13.2,8.08191567,13.2,2006,2006.0,2006.0,,2006.0,2013.0,2019.0,0.0,8.082,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Karnataka State Highway Improvement Project,Project,Project loan,Project loan,OCR,315.0,263.19204736,315.0,2010,2010.0,2011.0,,2011.0,2015.0,2019.0,0.0,0.0,462.75,429.03,TRA,,2021.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Southeast Asia,OCR Blend,SERD,Phuoc Hoa Water Resources Project,Project,Project loan,Project loan,COL,150.0,145.03694704,154.46141832,2003,2003.0,2004.0,,2004.0,2014.0,2016.0,59.0,60.39,296.27,337.62,ANR,,2021.0,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Phuoc Hoa Water Resources Project,Project,Project loan,,COL,90.0,96.50021645,93.33431142,2003,2003.0,2004.0,,2004.0,2011.0,2015.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Phuoc Hoa Water Resources Project (Supplementary),Project,Project loan,,COL,60.0,48.536730590000005,61.1271069,2011,2011.0,2011.0,,2011.0,2014.0,2016.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
9,Central and West Asia,OCR Blend,CWRD,Renewable Energy Development Sector Investment Program,Project,MFF - Facility,MFF - Facility,COL/OCR,100.634175,102.53350361,118.63069146999999,2006,2006.0,2007.0,,2007.0,2012.0,2018.0,0.0,0.0,144.5,144.7,ENE,,2021.0,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Renewable Energy Development Sector Investment Program (Project 1),Project,MFF-Tranche (Loan),,OCR,90.634175,99.52974306,108.06655751999999,2006,2006.0,2007.0,,2007.0,2012.0,2018.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Renewable Energy Development Sector Investment Program (Project 1),Project,MFF-Tranche (Loan),,COL,10.0,3.00376055,10.564133949999999,2006,2006.0,2007.0,,2007.0,2012.0,2018.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Uttarakhand Emergency Assistance Project,Project,Sector Loan,Sector loan,OCR,200.0,168.34386049,200.0,2013,2013.0,2014.0,,2014.0,2017.0,2018.0,0.0,0.0,205.0,173.75,TRA,,2021.0,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Infrastructure Development Investment Program for Tourism (Tranche 2),Project,MFF-Tranche (Loan),MFF - tranche,OCR,43.84,30.85472425,43.84,2011,2011.0,2012.0,,2012.0,2017.0,2018.0,0.0,0.0,62.61,44.29,WUS,,2021.0,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,South Asia,OCR Blend,SARD,	Madhya Pradesh District Connectivity Sector Project,Project,Project loan,Project loan,OCR,350.0,298.90494804,350.0,2014,2014.0,2015.0,,2015.0,2018.0,2019.0,0.0,0.0,500.0,419.13,TRA,,2021.0,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,Sustainable Coastal Protection and Management Investment Program (Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,OCR,51.555,36.48350335,51.555,2010,2010.0,2011.0,,2011.0,2014.0,2018.0,0.0,0.0,62.669,50.192,ANR,,2021.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
"1,9",South Asia,OCR Blend,SARD,	Infrastructure Development Investment Program for Tourism (Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,OCR,43.423,43.423,43.423,2010,2010.0,2011.0,,2011.0,2017.0,2019.0,0.0,0.0,62.03,63.68,WUS,,2021.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Southeast Asia,OCR Blend,SERD,Trade Facilitation: Improved Sanitary and Phytosanitary Handling in Greater Mekong Subregion Trade Project,Project,Project loan,Project loan,COL,11.0,7.62628884,10.98799185,2012,2012.0,2013.0,,2013.0,2018.0,2019.0,0.0,0.0,11.28,8.04,IND,,2021.0,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Southeast Asia,OCR Blend,SERD,Greater Mekong Subregion: Kunming–Haiphong Transport Corridor—Noi Bai–Lao Cai Highway Project,Project,Project loan,Project loan,COL/OCR,1243.0,1072.38136844,1242.6306721400001,2007,2007.0,2008.0,,2009.0,2016.0,2019.0,0.0,0.0,1398.0,1209.6,TRA,,2021.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Greater Mekong Subregion: Kunming–Haiphong Transport Corridor—Noi Bai–Lao Cai Highway Project,Project,Project loan,,OCR,896.0,849.2697610800001,896.0,2007,2007.0,2008.0,,2009.0,2012.0,2019.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Greater Mekong Subregion: Kunming–Haiphong Transport Corridor—Noi Bai–Lao Cai Highway Project,Project,Project loan,,COL,200.0,192.71301344999998,201.34869094,2007,2007.0,2008.0,,2009.0,2012.0,2019.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Greater Mekong Subregion: Kunming–Haiphong Transport Corridor—Noi Bai–Lao Cai Highway Project (Additional Financing),Project,Project loan,,OCR,117.0,25.025666649999998,117.0,2014,2014.0,2015.0,,2015.0,2016.0,2019.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Greater Mekong Subregion: Kunming–Haiphong Transport Corridor—Noi Bai–Lao Cai Highway Project (Additional Financing),Project,Project loan,,COL,16.09,2.8828764700000002,15.1685897,2014,2014.0,2015.0,,2015.0,2016.0,2019.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
0,Southeast Asia,OCR Blend,SERD,Greater Mekong Subregion: Kunming–Haiphong Transport Corridor—Noi Bai–Lao Cai Highway Project (Additional Financing),Project,Project loan,,COL,13.91,2.49005079,13.1133915,2014,2014.0,2015.0,,2015.0,2016.0,2019.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Hunan Xiangjiang Inland Waterway Transport Project,Project,Project loan,Project loan,OCR,150.0,148.812756,150.0,2012,2012.0,2013.0,,2013.0,2018.0,2019.0,65.4,0.0,393.32,315.65,TRA,,2021.0,highly successful,highly relevant,highly effective,highly efficient,most likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
1,Pacific,Concessional assistance-only,PARD,Strengthening Economic Management Reform Program (Subprograms 1 and 2),Program,Programmatic Approach Policy-Based Lending (grant),Programmatic Approach Policy-Based Lending,ADF,7.5,7.5,7.5,2017,2017.0,2017.0,,2017.0,2019.0,2019.0,14.76,14.76,22.259999999999998,22.259999999999998,PSM,,2021.0,less than successful,less than relevant,effective,efficient,less than likely sustainable,Less than satisfactory,less than satisfactory,satisfactory,,less than successful,less than relevant,effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2021.0,,,,,,,,
